date,rate,daily_return_pct,log_return,ma_7d,ma_21d,ma_63d,volatility_20d,year,month,day_of_week
2013-10-14,0.8358392901158491,0.1885795118223621,0.001884019238888951,0.8310510437312184,0.8292089535164305,0.805976968304074,0.7240206917821727,2013,10,0
2013-10-15,0.8370347394540942,0.14302382675495107,0.001429216450976628,0.8319755260718348,0.82996726381657,0.8067594498315226,0.724109516634369,2013,10,1
2013-10-16,0.8411487408510111,0.4914970912198946,0.004902931874231159,0.8338733672464063,0.8308810955544589,0.8074644512245982,0.729201295840353,2013,10,2
2013-10-17,0.8496268656716418,1.007922191270616,0.010028765314438137,0.8362871805765101,0.8321935059198221,0.8083611867095373,0.6018734417802694,2013,10,3
2013-10-18,0.8486201550387596,-0.1184885593379037,-0.0011855881253152456,0.8388442022770765,0.8326337347989152,0.8091736549428389,0.5965306058215875,2013,10,4
2013-10-21,0.8463586821897449,-0.2664882321716133,-0.002668439441553011,0.8418420726600404,0.8330972541611184,0.8099465944201009,0.600858013676813,2013,10,0
2013-10-22,0.8458493133737474,-0.06018356362572641,-0.0006020168120194347,0.8434968266706926,0.8334726852481583,0.8106128911772977,0.5347712622547174,2013,10,1
2013-10-23,0.8366999269895352,-1.0816804174870076,-0.010875731120564697,0.8436197747955048,0.8338609279696475,0.8111028250504515,0.5707455918447313,2013,10,2
2013-10-24,0.8365145731079198,-0.022152969736999317,-0.00022155423869785196,0.8435454653174801,0.8345157912412711,0.8115716076432112,0.5405529609169695,2013,10,3
2013-10-25,0.8298897656767664,-0.7919536185173714,-0.007951062270164067,0.8419370402925879,0.8345157529741825,0.8120468130564664,0.5649798763188425,2013,10,4
2013-10-28,0.8293123157451417,-0.06958152221021585,-0.0006960574138674402,0.8390349617316594,0.8346359582648184,0.8125534675881373,0.5629877767711738,2013,10,0
2013-10-29,0.8260634787304254,-0.39175072563552016,-0.003925200787456257,0.8358125794018972,0.8345089345411788,0.813056341423865,0.569895768708391,2013,10,1
2013-10-30,0.827020202020202,0.1158171635001981,0.0011575014716267706,0.8330499393776768,0.8344464578316937,0.813683113645726,0.5548154704252972,2013,10,2
2013-10-31,0.8292401215805472,0.26842386134249274,0.002680642478776335,0.8306771976929339,0.8347158359551863,0.8145225953243741,0.5429965671736554,2013,10,3
2013-11-01,0.8263476717860858,-0.34880726573484067,-0.0034941701659443325,0.8291983040924412,0.8346230408730548,0.8151588431055041,0.5447488453384506,2013,11,4
2013-11-04,0.8306273062730628,0.5178975669801078,0.0051656108993277106,0.8283572659731758,0.8346260857874969,0.8157919666872535,0.5527843836891472,2013,11,0
2013-11-05,0.8333745059288538,0.3307379416789713,0.0033019220671928473,0.8288550860091883,0.8348884978493942,0.8163573584994716,0.541718010322477,2013,11,1
2013-11-06,0.8406617326948193,0.8744240091486111,0.008706230639237506,0.8304764312877138,0.8352661911986278,0.8169767115754178,0.5716152305105195,2013,11,2
2013-11-07,0.8381937911571026,-0.2935712952944147,-0.0029400306105546725,0.8322093330629533,0.835622038247309,0.8175676444811799,0.5539846961623132,2013,11,3
2013-11-08,0.8341717905720141,-0.4798413717114536,-0.004809963064724865,0.833230988570355,0.8360410002026908,0.8181142566035542,0.5142174843079443,2013,11,4
2013-11-11,0.8236379289140326,-1.2627928415989809,-0.012708338361923976,0.8324306753322815,0.8355348998986359,0.8184488678440566,0.5839853354147027,2013,11,0
2013-11-12,0.8223841302883732,-0.15222691690662815,-0.0015234289979751403,0.8318644551183226,0.8348941780020895,0.8186945562796722,0.5819953609665904,2013,11,1
2013-11-13,0.8238653810722839,0.18011665465762494,0.0017995463912667264,0.8308984658039256,0.8342670656981939,0.8189394694336357,0.5697516609358984,2013,11,2
2013-11-14,0.8252564338799827,0.16884467288675875,0.0016870229051645647,0.8297387412255155,0.8335102891757639,0.8191651667847507,0.5116330116062721,2013,11,3
2013-11-15,0.830044400592008,0.5801792649485327,0.0057850270662142544,0.8282219794965425,0.8325777908386385,0.8196723323843249,0.5367153492661657,2013,11,4
2013-11-18,0.8368623080733035,0.8213906962606821,0.008180356424271229,0.8280317676274283,0.832017893364093,0.8203948462169678,0.5737849187355858,2013,11,0
2013-11-19,0.8337141092929917,-0.3761907723577429,-0.003769001494768026,0.827966384587568,0.8314157708451999,0.8212243803695422,0.5782733412356618,2013,11,1
2013-11-20,0.8311520737327189,-0.3073038505304271,-0.0030777699839622807,0.8290398338473803,0.8307159022908653,0.8220818542528169,0.5310079207826356,2013,11,2
